1,113.8,22.41
2,114.51,22.46
3,113.88,22.49
4,113.91,22.49
5,113.94,22.49
6,114.51,22.49
7,114.54,22.49
8,114.56,22.49
9,113.88,22.51
10,113.91,22.51
11,113.94,22.51
12,113.96,22.51
13,113.99,22.51
14,114.02,22.51
15,114.05,22.51
16,114.48,22.51
17,114.51,22.51
18,114.54,22.51
19,114.56,22.51
20,114.59,22.51
21,114.62,22.51
22,113.86,22.54
23,113.88,22.54
24,113.91,22.54
25,113.94,22.54
26,113.96,22.54
27,113.99,22.54
28,114.02,22.54
29,114.05,22.54
30,114.07,22.54
31,114.1,22.54
32,114.51,22.54
33,114.54,22.54
34,114.56,22.54
35,114.59,22.54
36,113.86,22.56
37,113.88,22.56
38,113.91,22.56
39,113.94,22.56
40,113.96,22.56
41,113.99,22.56
42,114.02,22.56
43,114.05,22.56
44,114.07,22.56
45,114.1,22.56
46,114.13,22.56
47,114.16,22.56
48,114.18,22.56
49,114.21,22.56
50,114.24,22.56
51,114.48,22.56
52,114.54,22.56
53,113.83,22.59
54,113.86,22.59
55,113.88,22.59
56,113.91,22.59
57,113.94,22.59
58,113.96,22.59
59,113.99,22.59
60,114.02,22.59
61,114.05,22.59
62,114.07,22.59
63,114.1,22.59
64,114.13,22.59
65,114.16,22.59
66,114.18,22.59
67,114.21,22.59
68,114.24,22.59
69,114.26,22.59
70,114.29,22.59
71,114.45,22.59
72,114.48,22.59
73,113.8,22.61
74,113.83,22.62
75,113.86,22.62
76,113.88,22.62
77,113.91,22.62
78,113.94,22.62
79,113.96,22.62
80,113.99,22.62
81,114.02,22.62
82,114.05,22.62
83,114.07,22.62
84,114.1,22.62
85,114.13,22.62
86,114.16,22.62
87,114.18,22.61
88,114.21,22.61
89,114.24,22.61
90,114.26,22.61
91,114.29,22.61
92,114.32,22.61
93,114.35,22.61
94,114.37,22.61
95,114.4,22.61
96,114.43,22.61
97,114.45,22.61
98,114.48,22.61
99,114.51,22.61
100,114.54,22.61
101,114.56,22.61
102,113.8,22.64
103,113.83,22.64
104,113.86,22.64
105,113.88,22.64
106,113.91,22.64
107,113.94,22.64
108,113.96,22.64
109,113.99,22.64
110,114.02,22.64
111,114.05,22.64
112,114.07,22.64
113,114.1,22.64
114,114.13,22.64
115,114.16,22.64
116,114.18,22.64
117,114.21,22.64
118,114.24,22.64
119,114.26,22.64
120,114.29,22.64
121,114.32,22.64
122,114.35,22.64
123,114.37,22.64
124,114.4,22.64
125,114.43,22.64
126,114.45,22.64
127,114.48,22.64
128,114.51,22.64
129,114.54,22.64
130,114.56,22.64
131,113.77,22.67
132,113.8,22.67
133,113.83,22.67
134,113.86,22.67
135,113.88,22.67
136,113.91,22.67
137,113.94,22.67
138,113.96,22.67
139,113.99,22.67
140,114.02,22.67
141,114.05,22.67
142,114.07,22.67
143,114.1,22.67
144,114.13,22.67
145,114.16,22.67
146,114.18,22.67
147,114.21,22.67
148,114.24,22.67
149,114.26,22.67
150,114.29,22.67
151,114.32,22.67
152,114.35,22.67
153,114.37,22.67
154,114.4,22.67
155,114.45,22.67
156,114.48,22.66
157,113.77,22.69
158,113.8,22.69
159,113.83,22.69
160,113.86,22.69
161,113.88,22.69
162,113.91,22.69
163,113.94,22.69
164,113.96,22.69
165,113.99,22.69
166,114.02,22.69
167,114.05,22.69
168,114.07,22.69
169,114.1,22.69
170,114.13,22.69
171,114.21,22.69
172,114.24,22.69
173,114.26,22.69
174,114.29,22.69
175,114.32,22.69
176,114.35,22.69
177,114.37,22.69
178,114.4,22.69
179,114.43,22.69
180,113.75,22.72
181,113.77,22.72
182,113.8,22.72
183,113.83,22.72
184,113.86,22.72
185,113.88,22.72
186,113.91,22.72
187,113.94,22.72
188,113.96,22.72
189,113.99,22.72
190,114.02,22.72
191,114.05,22.72
192,114.07,22.72
193,114.1,22.72
194,114.21,22.72
195,114.24,22.72
196,114.26,22.72
197,114.29,22.72
198,114.32,22.72
199,114.35,22.72
200,114.37,22.72
201,114.4,22.72
202,113.77,22.74
203,113.8,22.74
204,113.83,22.74
205,113.86,22.74
206,113.88,22.74
207,113.91,22.74
208,113.94,22.74
209,113.96,22.74
210,113.99,22.74
211,114.02,22.74
212,114.05,22.74
213,114.07,22.74
214,114.24,22.74
215,114.26,22.74
216,114.29,22.74
217,114.32,22.74
218,114.35,22.74
219,114.37,22.74
220,114.4,22.74
221,113.8,22.77
222,113.83,22.77
223,113.86,22.77
224,113.88,22.77
225,113.91,22.77
226,113.94,22.77
227,113.96,22.77
228,113.99,22.77
229,114.18,22.77
230,114.21,22.77
231,114.24,22.77
232,114.26,22.77
233,114.29,22.77
234,114.32,22.77
235,114.35,22.77
236,114.4,22.77
237,113.83,22.79
238,113.86,22.79
239,113.88,22.79
240,113.91,22.79
241,113.94,22.79
242,113.96,22.79
243,114.21,22.79
244,114.24,22.79
245,114.29,22.79
246,114.32,22.79
247,113.86,22.82
248,113.88,22.82
249,113.91,22.82
250,113.94,22.82
251,113.88,22.84
252,113.91,22.84
